id,key,english,korean
38057332648882176,Key_PrivacyPolicyLongText,"PRIVACY POLICY

Double Dealers — Developed by Miklagard Studios
Last updated: July 14, 2026

This Privacy Policy explains what data Double Dealers (""the Game"") processes, why, and what your choices are. We designed the Game to collect as little data as possible.


1. SUMMARY

- The Game does not collect names, Steam IDs, IP addresses, chat messages, voice recordings, or any other personally identifying information in its diagnostic reports.
- Diagnostic reporting is optional and off by default. It only activates if you explicitly accept it, and you can turn it off at any time in Settings.
- Reports are delivered via Discord's webhook service. As with any internet request, Discord's servers technically process your IP address to deliver the data. We never see, receive, or store your IP address, and we do not share any personal data with Discord or any other third parties.


2. OPTIONAL DIAGNOSTIC REPORTS (OPT-IN)

If — and only if — you give consent, the Game will send a diagnostic report to the developer when an unexpected disconnection occurs during multiplayer play. This helps us identify and fix connection and stability problems.

What a report contains:
- Game version, current scene name, and a UTC timestamp
- A technical disconnect reason code (for example ""Timeout"" or ""HostLeft"")
- Filtered technical log lines from the game's own log file, limited to network diagnostics (ping, connection quality, packet statistics), netcode/transport status messages, and error entries consisting only of an exception type and the code location where it occurred
- A random session identifier, regenerated every time the Game starts. It is not derived from your identity and cannot be linked back to you; it only lets us tell whether two reports in the same play session came from the same game instance.
- General hardware and system specifications (such as CPU, GPU, RAM models, and operating system version) to help debug performance and crash issues.

What a report never contains:
Reports are processed through an anonymization system that completely filters out personal information, ensuring that no personally identifiable data is ever collected. This system includes a masking layer that automatically removes patterns such as Steam IDs, player names, file paths containing usernames, and IP addresses. Reports never include:
- Player names or Steam account information
- Chat messages or voice data
- Absolute local file paths (such as directories containing your personal PC username)
- Unique hardware identifiers (such as MAC addresses or HWIDs) or operating-system account details
- Any free-form text entered by you or other players

How reports are delivered:
Reports are sent from your device to a private Discord channel using Discord's webhook service (Discord Inc., USA). Because the report travels over the internet, Discord processes your device's IP address as a technical part of receiving the request, subject to Discord's own Privacy Policy (discord.com/privacy). While your IP address is technically transmitted to Discord in order to establish the network connection, we do not share any of your personal data with them. The IP address is not part of the report content, is not visible to the developer, and is not stored by us.

Consent and control:
- On first launch you are asked whether to enable diagnostic reporting. If you decline, nothing is ever sent.
- You can enable or disable reporting at any time in Settings under the Game tab. Disabling it takes effect immediately.
- Reporting is limited to a small number of reports per game session.


3. DATA STORED LOCALLY ON YOUR DEVICE

The Game stores settings (resolution, volume, language, your consent choice, etc.) locally on your device using Unity's PlayerPrefs and standard log files. This data never leaves your device except as described in Section 2.


4. THIRD-PARTY SERVICES

Steam (Valve Corporation): The Game runs on Steam and uses Steamworks for multiplayer (lobbies, matchmaking, peer-to-peer relay networking) and for displaying player names and avatars to other players in your lobby. This is governed by Valve's Privacy Policy (store.steampowered.com/privacy_agreement). The Game does not transmit Steam data to the developer.

Discord (Discord Inc.): Used solely as the delivery channel for optional diagnostic reports, as described in Section 2.

We do not use analytics SDKs, advertising networks, or tracking of any kind.


5. DATA RETENTION

Diagnostic reports are kept only as long as needed to investigate and fix the related issue, after which they are deleted. Because reports contain no personal identifiers, we cannot look up, modify, or delete a report tied to a specific person.


6. CHILDREN

The Game does not knowingly collect personal data from anyone, including children. Diagnostic reports contain no personal information regardless of the player's age.


7. LEGAL BASES (EU/EEA AND SIMILAR JURISDICTIONS)

Where data protection law applies (for example GDPR or KVKK), optional diagnostic reporting is based on your consent, which you may withdraw at any time via Settings. Withdrawal does not affect the lawfulness of processing before withdrawal. Since reports contain no personal data, most data-subject rights (access, rectification, erasure of a specific report) cannot be technically fulfilled for report content, as we cannot identify which reports, if any, originate from you.


8. CHANGES TO THIS POLICY

We may update this policy as the Game evolves. Material changes will be indicated by the ""Last updated"" date above and, where appropriate, announced in the Game or on its store page.


9. CONTACT

For questions about this policy or data practices:
contact@miklagardstudio.com
Miklagard Studios","개인정보 처리방침

Double Dealers — Developed by Miklagard Studios
최근 수정일: 2026년 7월 14일

본 개인정보 처리방침은 Double Dealers(""본 게임"")가 어떤 데이터를 처리하고, 그 이유는 무엇이며, 귀하의 선택권은 무엇인지 설명합니다. 저희는 본 게임이 가능한 한 최소한의 데이터만 수집하도록 설계했습니다.


1. 요약

- 본 게임은 진단 보고서에서 이름, Steam ID, IP 주소, 채팅 메시지, 음성 녹음 또는 기타 개인을 식별할 수 있는 정보를 수집하지 않습니다.
- 진단 보고는 선택 사항이며 기본적으로 비활성화되어 있습니다. 귀하가 명시적으로 동의하는 경우에만 활성화되며, 설정에서 언제든지 비활성화할 수 있습니다.
- 보고서는 Discord의 웹훅(webhook) 서비스를 통해 전달됩니다. 모든 인터넷 요청과 마찬가지로, Discord의 서버는 데이터를 전달하기 위해 기술적으로 귀하의 IP 주소를 처리합니다. 저희는 귀하의 IP 주소를 확인, 수신 또는 저장하지 않으며, Discord 또는 기타 제3자에게 개인 데이터를 공유하지 않습니다.


2. 선택적 진단 보고 (동의 기반)

귀하가 동의하는 경우에 한하여, 멀티플레이어 플레이 중 예상치 못한 연결 끊김이 발생할 때 본 게임은 개발자에게 진단 보고서를 전송합니다. 이는 저희가 연결 및 안정성 문제를 파악하고 해결하는 데 도움이 됩니다.

보고서 포함 내용:
- 게임 버전, 현재 씬(scene) 이름 및 UTC 타임스탬프
- 기술적인 연결 끊김 원인 코드 (예: ""Timeout"" 또는 ""HostLeft"")
- 게임 자체의 로그 파일에서 필터링된 기술 로그 라인. 이는 네트워크 진단(핑, 연결 품질, 패킷 통계), 넷코드/트랜스포트 상태 메시지 및 예외 유형과 오류가 발생한 코드 위치만으로 구성된 오류 항목에 국한됩니다.
- 게임을 시작할 때마다 새로 생성되는 무작위 세션 식별자. 이는 귀하의 신원으로부터 유도되지 않으며 귀하와 연결될 수 없습니다. 이는 단지 동일한 플레이 세션의 두 보고서가 동일한 게임 인스턴스에서 생성되었는지 여부를 확인하는 용도로만 사용됩니다.
- 성능 및 크래시 문제의 디버깅을 돕기 위한 일반 하드웨어 및 시스템 사양 (CPU, GPU, RAM 모델 및 운영체제 버전 등).

보고서에 절대 포함되지 않는 내용:
보고서는 개인정보를 완전히 걸러내는 익명화 시스템을 통해 처리되므로, 개인 식별이 가능한 데이터는 절대 수집되지 않습니다. 이 시스템에는 Steam ID, 플레이어 이름, 사용자 이름이 포함된 파일 경로 및 IP 주소와 같은 패턴을 자동으로 제거하는 마스킹 레이어가 포함되어 있습니다. 보고서에는 다음이 절대 포함되지 않습니다:
- 플레이어 이름 또는 Steam 계정 정보
- 채팅 메시지 또는 음성 데이터
- 절대 로컬 파일 경로 (개인 PC 사용자 이름이 포함된 디렉터리 등)
- 고유 하드웨어 식별자 (MAC 주소 또는 HWID 등) 또는 운영체제 계정 상세 정보
- 귀하 또는 다른 플레이어가 입력한 자유 형식의 텍스트

보고서 전달 방법:
보고서는 Discord의 웹훅 서비스(Discord Inc., 미국)를 사용하여 귀하의 기기에서 비공개 Discord 채널로 전송됩니다. 보고서가 인터넷을 통해 전송되기 때문에, Discord는 요청을 수신하기 위한 기술적 절차의 일부로 귀하 기기의 IP 주소를 처리하며, 이는 Discord의 자체 개인정보 처리방침(discord.com/privacy)의 적용을 받습니다. 네트워크 연결을 설정하기 위해 귀하의 IP 주소가 기술적으로 Discord로 전송되지만, 저희는 귀하의 개인 데이터를 그들과 공유하지 않습니다. IP 주소는 보고서 내용의 일부가 아니며, 개발자에게 노출되지 않고, 저희에 의해 저장되지도 않습니다.

동의 및 통제:
- 최초 실행 시 진단 보고를 활성화할지 여부를 묻는 창이 표시됩니다. 동의하지 않는 경우 아무것도 전송되지 않습니다.
- 설정의 게임 탭에서 언제든지 보고 기능을 활성화하거나 비활성화할 수 있습니다. 비활성화는 즉시 적용됩니다.
- 보고서 전송은 게임 세션당 적은 횟수로 제한됩니다.


3. 귀하의 기기에 로컬로 저장되는 데이터

본 게임은 Unity의 PlayerPrefs 및 표준 로그 파일을 사용하여 게임 설정(해상도, 볼륨, 언어, 동의 여부 등)을 귀하의 기기에 로컬로 저장합니다. 이 데이터는 제2조에 기술된 경우를 제외하고 귀하의 기기를 벗어나지 않습니다.


4. 제3자 서비스

Steam (Valve Corporation): 본 게임은 Steam에서 실행되며, 멀티플레이어(로비, 매치메이킹, 피어 투 피어 릴레이 네트워킹) 및 로비 내의 다른 플레이어에게 플레이어 이름과 아바타를 표시하기 위해 Steamworks를 사용합니다. 이는 Valve의 개인정보 처리방침(store.steampowered.com/privacy_agreement)의 적용을 받습니다. 본 게임은 개발자에게 Steam 데이터를 전송하지 않습니다.

Discord (Discord Inc.): 제2조에 기술된 바와 같이, 선택적 진단 보고서의 전달 채널로만 사용됩니다.

저희는 어떠한 분석 SDK, 광고 네트워크 또는 어떤 종류의 추적 기술도 사용하지 않습니다.


5. 데이터 보관 기간

진단 보고서는 관련 문제를 조사하고 해결하는 데 필요한 기간 동안만 보관되며, 그 이후에는 삭제됩니다. 보고서에는 개인 식별자가 포함되어 있지 않으므로, 특정 개인과 관련된 보고서를 조회, 수정 또는 삭제할 수 없습니다.


6. 아동 보호

본 게임은 아동을 포함한 누구로부터도 고의로 개인정보를 수집하지 않습니다. 진단 보고서에는 플레이어의 연령과 무관하게 어떠한 개인정보도 포함되지 않습니다.


7. 법적 근거 (EU/EEA 및 유사 관할 구역)

개인정보 보호법(예: GDPR 또는 KVKK)이 적용되는 경우, 선택적 진단 보고는 귀하의 동의를 근거로 하며, 귀하는 설정을 통해 언제든지 동의를 철회할 수 있습니다. 동의 철회는 철회 전 처리의 적법성에 영향을 미치지 않습니다. 보고서에는 개인 데이터가 포함되어 있지 않으며, 특정 보고서가 귀하로부터 전송되었는지 기술적으로 식별할 수 없기 때문에 보고서 내용에 대한 정보주체의 권리(특정 보고서에 대한 열람, 정정, 삭제 등)는 기술적으로 이행될 수 없습니다.


8. 본 방침의 변경

저희는 게임이 업데이트됨에 따라 본 방침을 수정할 수 있습니다. 중요한 변경 사항은 상단의 ""최근 수정일""을 통해 표시되며, 적절한 경우 게임 내 또는 스토어 페이지를 통해 공지됩니다.


9. 문의처

본 방침 또는 데이터 처리에 대한 문의 사항은 아래로 연락해 주시기 바랍니다:
contact@miklagardstudio.com
Miklagard Studios"
22762492189126656,Key_Private(Friends Only),Private (Friends Only),비공개 (친구만)
22762599282290688,Key_Public(Everyone),Public (Everyone),공개 (모두)
22391744962408448,Key_PushToTalk,Push To Talk,눌러서 말하기
34909673480192,Key_QuitGame,Quit Game,게임 종료
22084653336932352,Key_READY,READY,준비
22791350938415104,Key_Ready,Ready,준비 완료
22457299333459968,Key_ReadyF,Ready [F],준비 완료 [F]
22091498558500864,Key_Reroll,REROLL,리롤
22505540351602688,Key_Resolution,Resolution,해상도
8745174622711808,Key_RocketLauncher,Rocket Launcher,로켓 발사기
19269629913325568,Key_RomanSandals,Roman Sandals,로마식 샌들
22083506802962432,Key_Round,ROUND,라운드
22795605933993984,Key_Rounds,{0} Rounds,{0} 라운드
19269381056880640,Key_SealedScroll,Sealed Scroll,봉인된 두루마리
22783709944131584,Key_SearchFailed,Search Failed!,검색 실패!
22783514837692416,Key_Searching,Searching...,검색 중...
22769287620112384,Key_SearchLobbyName,Search lobby name...,로비 이름 검색...
22088166230110208,Key_Select,SELECT,선택
27835685023166464,Key_SelectPlayer,Select Player,플레이어 선택
22090053234896896,Key_Sell,SELL,판매
21742319835459584,Key_SellerName,Seller Name,판매자 이름
38054897301762048,Key_SendCrashReports,Send Crash Reports,크래시 보고서 전송
38055907999002624,Key_SendCrashReportsDesc,"Sends anonymized crash/disconnect logs to help improve stability. Log content contains no personal data, delivery via Discord may expose your IP address to Discord. Details in Privacy Policy, you can check it in Main Menu.","안정성 향상을 위해 익명화된 크래시/연결 끊김 로그를 전송합니다. 로그 내용에는 개인 데이터가 포함되지 않으나, Discord를 통한 전송은 Discord에 귀하의 IP 주소를 노출할 수 있습니다. 자세한 내용은 개인정보 처리방침에 있으며, 메인 메뉴에서 확인할 수 있습니다."
33668500612624384,Key_ServerFull,"Could not join, the lobby is already full.",로비가 이미 가득 차서 참가할 수 없습니다.
33670411109707776,Key_ServerShutdown,The server shut down.,서버가 종료되었습니다.
251774623744,Key_Settings,Settings,설정
22469774942580736,Key_SETTINGS,SETTINGS,설정
22084133423591424,Key_Shop,SHOP,상점
57775391498240,Key_SilverMedalOfHonor,Silver Medal Of Honor,은 명예 훈장
21742190227271680,Key_SOLD,SOLD,판매됨
21741163184828416,Key_SoldFor,Sold For: ,판매 가격: 
22546585957347328,Key_SPECIALTHANKS,SPECIAL THANKS,특별한 감사
22787339812253696,Key_StartGame,Start Game,게임 시작
33669732232245248,Key_SteamError,A Steam networking error occurred.,Steam 네트워크 오류가 발생했습니다.
19269349612183552,Key_Sword,Sword,검
33669213707218944,Key_Timeout,"Connection timed out. The host may be unreachable (firewall, region, or Steam relay issue).","연결 시간이 초과되었습니다. 방장에게 연결할 수 없습니다(방화벽, 지역 또는 Steam 릴레이 문제)."
21776031767769088,Key_Total,TOTAL,총액
33670845702516736,Key_Unknown,Unknown,알 수 없음
22509223906816000,Key_Unlimited,Unlimited,제한 없음
22086558087819264,Key_UNREADY,UNREADY,준비 취소
22797765912473600,Key_Unready,Unready,준비 취소
22088367749640192,Key_Unselect,UNSELECT,선택 취소
22094228396093440,Key_Use,USE,사용
33668816301109248,Key_VersionMismatch,"Could not join, your game version does not match the host's. Make sure you are both on the latest version.",게임 버전이 방장의 버전과 일치하지 않아 참가할 수 없습니다. 두 사람 모두 최신 버전을 사용 중인지 확인하세요.
59616288301056,Key_VictorianEra,Victorian Era,빅토리아 시대
19269691481513984,Key_VikingHelmet,Viking Helmet,바이킹 투구
19269754282827776,Key_VintageTypewriter,Vintage Typewriter,빈티지 타자기
22499994286338048,Key_VoiceActivation,Voice Activation,음성 감지
22495505856770048,Key_VoiceChatVolume,Voice Chat Volume,음성 채팅 볼륨
22496807466741760,Key_VoiceMode,Voice Mode,음성 모드
22506664110501888,Key_VSync,VSync,수직 동기화
22507667954249728,Key_Windowed,Windowed,창 모드
22407038434979840,Key_WINNER,WINNER,승자
22548382159646720,Key_WISHLISTNOW,WISHLIST NOW,지금 찜하기
